Year,Revenue Type,Transit Agency,Value,Dollar Type
1989,Fares,Community Transit,3265999.9982823757,Nominal
1990,Fares,Community Transit,3535000.000258805,Nominal
1991,Fares,Community Transit,4330999.997676858,Nominal
1992,Fares,Community Transit,4816999.997869696,Nominal
1993,Fares,Community Transit,5207000.002091256,Nominal
1994,Fares,Community Transit,5289999.9988974035,Nominal
1995,Fares,Community Transit,5699281.998192936,Nominal
1996,Fares,Community Transit,6036199.997803858,Nominal
1997,Fares,Community Transit,7249276.99824586,Nominal
1998,Fares,Community Transit,8175528.998745234,Nominal
1999,Fares,Community Transit,9404980.003345499,Nominal
2000,Fares,Community Transit,11250999.99741216,Nominal
2001,Fares,Community Transit,10849999.999412304,Nominal
2002,Fares,Community Transit,11360000.001170184,Nominal
2003,Fares,Community Transit,10869999.999548705,Nominal
2004,Fares,Community Transit,13519999.998925503,Nominal
2005,Fares,Community Transit,14880000.00451611,Nominal
2006,Fares,Community Transit,16155999.998143824,Nominal
2007,Fares,Community Transit,18822999.99861778,Nominal
2008,Fares,Community Transit,17640000.00251767,Nominal
2009,Fares,Community Transit,17817999.997348096,Nominal
2010,Fares,Community Transit,19265999.999626018,Nominal
2011,Fares,Community Transit,18810000.0044769,Nominal
2012,Fares,Community Transit,17629999.99610766,Nominal
2013,Fares,Community Transit,19330000.002665956,Nominal
2014,Fares,Community Transit,19770000.00448858,Nominal
2015,Fares,Community Transit,20799000.00047975,Nominal
2016,Fares,Community Transit,21892999.99512765,Nominal
2017,Fares,Community Transit,21843999.99999609,Nominal
2018,Fares,Community Transit,22399000.002965655,Nominal
2019,Fares,Community Transit,22851669.86877379,Nominal
2020,Fares,Community Transit,23313448.577026002,Nominal
2021,Fares,Community Transit,27193772.886497017,Nominal
2022,Fares,Community Transit,27646524.570440024,Nominal
2023,Fares,Community Transit,28106819.086532228,Nominal
2024,Fares,Community Transit,32784917.14953506,Nominal
2025,Fares,Community Transit,33330755.490663875,Nominal
2026,Fares,Community Transit,33831602.57215619,Nominal
2027,Fares,Community Transit,39399503.30457018,Nominal
2028,Fares,Community Transit,39991489.97543507,Nominal
2029,Fares,Community Transit,40592389.04540663,Nominal
2030,Fares,Community Transit,47272877.988581374,Nominal
2031,Fares,Community Transit,47866301.5946143,Nominal
2032,Fares,Community Transit,48467068.36311345,Nominal
2033,Fares,Community Transit,56306083.06773579,Nominal
2034,Fares,Community Transit,57012845.08969364,Nominal
2035,Fares,Community Transit,57728425.889109075,Nominal
2036,Fares,Community Transit,66992004.462155186,Nominal
2037,Fares,Community Transit,67758631.95404497,Nominal
2038,Fares,Community Transit,68534022.45167518,Nominal
2039,Fares,Community Transit,79531515.73280947,Nominal
2040,Fares,Community Transit,80441569.13822307,Nominal
2041,Fares,Community Transit,81318350.65945241,Nominal
2042,Fares,Community Transit,94316576.6035797,Nominal
2043,Fares,Community Transit,95344541.11744735,Nominal
2044,Fares,Community Transit,96383803.25149284,Nominal
2045,Fares,Community Transit,111789913.8459395,Nominal
2046,Fares,Community Transit,112908072.22795297,Nominal
2047,Fares,Community Transit,114037419.01598543,Nominal
2048,Fares,Community Transit,132147929.09021421,Nominal
2049,Fares,Community Transit,133469657.29120041,Nominal
2050,Fares,Community Transit,134804535.45889074,Nominal
1989,Fares,Everett Transit,278000.000201168,Nominal
1990,Fares,Everett Transit,303999.999711666,Nominal
1991,Fares,Everett Transit,335999.999733168,Nominal
1992,Fares,Everett Transit,356999.99944039196,Nominal
1993,Fares,Everett Transit,438000.00017482496,Nominal
1994,Fares,Everett Transit,401000.00058742,Nominal
1995,Fares,Everett Transit,549979.0007779261,Nominal
1996,Fares,Everett Transit,611900.000049042,Nominal
1997,Fares,Everett Transit,706327.000731772,Nominal
1998,Fares,Everett Transit,749761.00023459,Nominal
1999,Fares,Everett Transit,705711.999947346,Nominal
2000,Fares,Everett Transit,791000.000165325,Nominal
2001,Fares,Everett Transit,809999.999727954,Nominal
2002,Fares,Everett Transit,810000.00037284,Nominal
2003,Fares,Everett Transit,1019999.99942939,Nominal
2004,Fares,Everett Transit,1089999.99990779,Nominal
2005,Fares,Everett Transit,1069999.9997034601,Nominal
2006,Fares,Everett Transit,1076000.00001706,Nominal
2007,Fares,Everett Transit,1095000.00020532,Nominal
2008,Fares,Everett Transit,1131999.9998024001,Nominal
2009,Fares,Everett Transit,1122999.999618954,Nominal
2010,Fares,Everett Transit,1311000.00048108,Nominal
2011,Fares,Everett Transit,1289999.999874498,Nominal
2012,Fares,Everett Transit,1319999.999381889,Nominal
2013,Fares,Everett Transit,1610000.0001207,Nominal
2014,Fares,Everett Transit,1559999.253412405,Nominal
2015,Fares,Everett Transit,1514999.9993203322,Nominal
2016,Fares,Everett Transit,1391999.327453487,Nominal
2017,Fares,Everett Transit,1310000.0005297652,Nominal
2018,Fares,Everett Transit,1223999.999875213,Nominal
2019,Fares,Everett Transit,1255024.695983375,Nominal
2020,Fares,Everett Transit,1286834.8274360476,Nominal
2021,Fares,Everett Transit,1317399.482842425,Nominal
2022,Fares,Everett Transit,1670961.8966850173,Nominal
2023,Fares,Everett Transit,1710651.0473022081,Nominal
2024,Fares,Everett Transit,1751271.6070582264,Nominal
2025,Fares,Everett Transit,1792865.280839885,Nominal
2026,Fares,Everett Transit,2267288.8764412827,Nominal
2027,Fares,Everett Transit,2314239.875204416,Nominal
2028,Fares,Everett Transit,2362172.6079842406,Nominal
2029,Fares,Everett Transit,2411104.2981845574,Nominal
2030,Fares,Everett Transit,3049095.8168518897,Nominal
2031,Fares,Everett Transit,3100842.6787927384,Nominal
2032,Fares,Everett Transit,3153443.0972192087,Nominal
2033,Fares,Everett Transit,3206961.088867722,Nominal
2034,Fares,Everett Transit,4040649.964024974,Nominal
2035,Fares,Everett Transit,4109203.219519208,Nominal
2036,Fares,Everett Transit,4171252.77240967,Nominal
2037,Fares,Everett Transit,4234201.211025856,Nominal
2038,Fares,Everett Transit,5325159.509193866,Nominal
2039,Fares,Everett Transit,5405540.511411684,Nominal
2040,Fares,Everett Transit,5487100.69703612,Nominal
2041,Fares,Everett Transit,5564500.985642763,Nominal
2042,Fares,Everett Transit,6991364.924198989,Nominal
2043,Fares,Everett Transit,7089978.889799956,Nominal
2044,Fares,Everett Transit,7190013.221160609,Nominal
2045,Fares,Everett Transit,7291386.754523251,Nominal
2046,Fares,Everett Transit,9151155.160638666,Nominal
2047,Fares,Everett Transit,9270114.948725294,Nominal
2048,Fares,Everett Transit,9390683.660403965,Nominal
2049,Fares,Everett Transit,9512760.737950176,Nominal
2050,Fares,Everett Transit,11939062.25978244,Nominal
1989,Fares,King County Metro,36735999.98196854,Nominal
1990,Fares,King County Metro,41036000.021358155,Nominal
1991,Fares,King County Metro,48251999.99240432,Nominal
1992,Fares,King County Metro,51167000.02823557,Nominal
1993,Fares,King County Metro,55718999.99512831,Nominal
1994,Fares,King County Metro,54329000.004995584,Nominal
1995,Fares,King County Metro,55036999.997965,Nominal
1996,Fares,King County Metro,55713299.988060005,Nominal
1997,Fares,King County Metro,56819800.0234221,Nominal
1998,Fares,King County Metro,62318624.04058211,Nominal
1999,Fares,King County Metro,65797134.025540195,Nominal
2000,Fares,King County Metro,69077999.99409254,Nominal
2001,Fares,King County Metro,73230000.04438965,Nominal
2002,Fares,King County Metro,75909999.97141929,Nominal
2003,Fares,King County Metro,71110000.01691131,Nominal
2004,Fares,King County Metro,79430000.00978868,Nominal
2005,Fares,King County Metro,78493999.97974905,Nominal
2006,Fares,King County Metro,79943999.95864232,Nominal
2007,Fares,King County Metro,87465999.97925012,Nominal
2008,Fares,King County Metro,110661999.9626455,Nominal
2009,Fares,King County Metro,122861999.96674325,Nominal
2010,Fares,King County Metro,129562000.01736648,Nominal
2011,Fares,King County Metro,139669999.95331872,Nominal
2012,Fares,King County Metro,153429999.96726722,Nominal
2013,Fares,King County Metro,159509999.94191304,Nominal
2014,Fares,King County Metro,169599999.95275083,Nominal
2015,Fares,King County Metro,168374000.01700458,Nominal
2016,Fares,King County Metro,173043000.05077475,Nominal
2017,Fares,King County Metro,173703999.98104584,Nominal
2018,Fares,King County Metro,175944000.00371563,Nominal
2019,Fares,King County Metro,176644016.4478908,Nominal
2020,Fares,King County Metro,177346764.19331703,Nominal
2021,Fares,King County Metro,202166134.3878437,Nominal
2022,Fares,King County Metro,204752988.5567665,Nominal
2023,Fares,King County Metro,207372845.23431066,Nominal
2024,Fares,King County Metro,236394285.52436128,Nominal
2025,Fares,King County Metro,239418975.7894589,Nominal
2026,Fares,King County Metro,242214888.29755172,Nominal
2027,Fares,King County Metro,275807564.3510684,Nominal
2028,Fares,King County Metro,279028375.93529904,Nominal
2029,Fares,King County Metro,282286758.691008,Nominal
2030,Fares,King County Metro,321436980.04108024,Nominal
2031,Fares,King County Metro,324639143.02138495,Nominal
2032,Fares,King County Metro,327873279.9284568,Nominal
2033,Fares,King County Metro,372712893.321826,Nominal
2034,Fares,King County Metro,376425766.3087363,Nominal
2035,Fares,King County Metro,380175643.22794014,Nominal
2036,Fares,King County Metro,431820555.24109083,Nominal
2037,Fares,King County Metro,435771554.67724115,Nominal
2038,Fares,King County Metro,439758813.80230534,Nominal
2039,Fares,King County Metro,499497605.5701776,Nominal
2040,Fares,King County Metro,504067809.98777735,Nominal
2041,Fares,King County Metro,508514843.16805637,Nominal
2042,Fares,King County Metro,577406258.3491743,Nominal
2043,Fares,King County Metro,582500161.3518655,Nominal
2044,Fares,King County Metro,587638965.5224658,Nominal
2045,Fares,King County Metro,667249887.094368,Nominal
2046,Fares,King County Metro,672815626.4256812,Nominal
2047,Fares,King County Metro,678427711.9837471,Nominal
2048,Fares,King County Metro,769970956.5553746,Nominal
2049,Fares,King County Metro,776393521.7014192,Nominal
2050,Fares,King County Metro,782869300.2152712,Nominal
1989,Fares,Kitsap Transit,740999.999161548,Nominal
1990,Fares,Kitsap Transit,781000.000211898,Nominal
1991,Fares,Kitsap Transit,1252999.9984836,Nominal
1992,Fares,Kitsap Transit,1397000.00092236,Nominal
1993,Fares,Kitsap Transit,1176999.999837965,Nominal
1994,Fares,Kitsap Transit,1196999.998039656,Nominal
1995,Fares,Kitsap Transit,1416127.999903312,Nominal
1996,Fares,Kitsap Transit,2032900.0011599858,Nominal
1997,Fares,Kitsap Transit,1704803.9990768922,Nominal
1998,Fares,Kitsap Transit,1718579.999876416,Nominal
1999,Fares,Kitsap Transit,1486572.9988163249,Nominal
2000,Fares,Kitsap Transit,2793999.998305464,Nominal
2001,Fares,Kitsap Transit,2109999.9992228732,Nominal
2002,Fares,Kitsap Transit,1850000.000696616,Nominal
2003,Fares,Kitsap Transit,1979999.9988834648,Nominal
2004,Fares,Kitsap Transit,2409999.999146064,Nominal
2005,Fares,Kitsap Transit,2619000.0020984,Nominal
2006,Fares,Kitsap Transit,3736999.998324882,Nominal
2007,Fares,Kitsap Transit,3896999.9993939428,Nominal
2008,Fares,Kitsap Transit,4684000.001202112,Nominal
2009,Fares,Kitsap Transit,6395000.001854211,Nominal
2010,Fares,Kitsap Transit,7953999.999446328,Nominal
2011,Fares,Kitsap Transit,7919999.999397983,Nominal
2012,Fares,Kitsap Transit,7179999.999430692,Nominal
2013,Fares,Kitsap Transit,6810000.001353822,Nominal
2014,Fares,Kitsap Transit,6729999.999923173,Nominal
2015,Fares,Kitsap Transit,6671000.000038373,Nominal
2016,Fares,Kitsap Transit,5436000.001256431,Nominal
2017,Fares,Kitsap Transit,5795999.998308392,Nominal
2018,Fares,Kitsap Transit,6584000.0008154595,Nominal
2019,Fares,Kitsap Transit,6661152.666552264,Nominal
2020,Fares,Kitsap Transit,6739171.929789913,Nominal
2021,Fares,Kitsap Transit,6818287.183984508,Nominal
2022,Fares,Kitsap Transit,6898320.012003525,Nominal
2023,Fares,Kitsap Transit,6979270.413846966,Nominal
2024,Fares,Kitsap Transit,8789010.076461228,Nominal
2025,Fares,Kitsap Transit,8892147.811207276,Nominal
2026,Fares,Kitsap Transit,8987608.113837497,Nominal
2027,Fares,Kitsap Transit,9084083.61410287,Nominal
2028,Fares,Kitsap Transit,9181574.312003395,Nominal
2029,Fares,Kitsap Transit,9280143.657391265,Nominal
2030,Fares,Kitsap Transit,11674878.182242377,Nominal
2031,Fares,Kitsap Transit,11782442.89609564,Nominal
2032,Fares,Kitsap Transit,11890994.804459305,Nominal
2033,Fares,Kitsap Transit,12000533.907333368,Nominal
2034,Fares,Kitsap Transit,12111060.204717835,Nominal
2035,Fares,Kitsap Transit,12222613.184393117,Nominal
2036,Fares,Kitsap Transit,15342759.243135793,Nominal
2037,Fares,Kitsap Transit,15473203.735020695,Nominal
2038,Fares,Kitsap Transit,15604778.680301735,Nominal
2039,Fares,Kitsap Transit,15737434.928831253,Nominal
2040,Fares,Kitsap Transit,15871221.630756915,Nominal
2041,Fares,Kitsap Transit,16001420.371903526,Nominal
2042,Fares,Kitsap Transit,20080252.656210043,Nominal
2043,Fares,Kitsap Transit,20244940.6679289,Nominal
2044,Fares,Kitsap Transit,20411035.74661267,Nominal
2045,Fares,Kitsap Transit,20578415.538612228,Nominal
2046,Fares,Kitsap Transit,20739555.29450654,Nominal
2047,Fares,Kitsap Transit,20901979.76371663,Nominal
2048,Fares,Kitsap Transit,26220230.77700205,Nominal
2049,Fares,Kitsap Transit,26425521.310122795,Nominal
2050,Fares,Kitsap Transit,26632410.91638729,Nominal
1989,Fares,Pierce Transit,3522999.9959860323,Nominal
1990,Fares,Pierce Transit,3739999.996570992,Nominal
1991,Fares,Pierce Transit,4648999.995927695,Nominal
1992,Fares,Pierce Transit,5023000.004959314,Nominal
1993,Fares,Pierce Transit,5471000.004704976,Nominal
1994,Fares,Pierce Transit,5555999.997870272,Nominal
1995,Fares,Pierce Transit,6304421.997264913,Nominal
1996,Fares,Pierce Transit,7253399.9940158455,Nominal
1997,Fares,Pierce Transit,7930929.002015448,Nominal
1998,Fares,Pierce Transit,8878332.00494556,Nominal
1999,Fares,Pierce Transit,9576682.003341597,Nominal
2000,Fares,Pierce Transit,7379999.997444879,Nominal
2001,Fares,Pierce Transit,6330000.006992588,Nominal
2002,Fares,Pierce Transit,7119999.998537828,Nominal
2003,Fares,Pierce Transit,7469999.995591381,Nominal
2004,Fares,Pierce Transit,9369999.993989801,Nominal
2005,Fares,Pierce Transit,9095999.99951346,Nominal
2006,Fares,Pierce Transit,11514999.999461595,Nominal
2007,Fares,Pierce Transit,12372000.001521116,Nominal
2008,Fares,Pierce Transit,14121000.002661407,Nominal
2009,Fares,Pierce Transit,15741000.004977943,Nominal
2010,Fares,Pierce Transit,14506000.001848146,Nominal
2011,Fares,Pierce Transit,13500000.004466336,Nominal
2012,Fares,Pierce Transit,12220000.005104376,Nominal
2013,Fares,Pierce Transit,12269999.995062776,Nominal
2014,Fares,Pierce Transit,12210000.003572848,Nominal
2015,Fares,Pierce Transit,12629000.002339447,Nominal
2016,Fares,Pierce Transit,11912999.997563003,Nominal
2017,Fares,Pierce Transit,12138000.001846539,Nominal
2018,Fares,Pierce Transit,12013999.996931855,Nominal
2019,Fares,Pierce Transit,12184164.292224856,Nominal
2020,Fares,Pierce Transit,12356706.659967596,Nominal
2021,Fares,Pierce Transit,12554262.826811384,Nominal
2022,Fares,Pierce Transit,12754967.73773215,Nominal
2023,Fares,Pierce Transit,15410774.973037152,Nominal
2024,Fares,Pierce Transit,15657153.181852575,Nominal
2025,Fares,Pierce Transit,15907433.011787517,Nominal
2026,Fares,Pierce Transit,16133255.699939733,Nominal
2027,Fares,Pierce Transit,16362273.004042156,Nominal
2028,Fares,Pierce Transit,19734341.821211338,Nominal
2029,Fares,Pierce Transit,20014475.787761316,Nominal
2030,Fares,Pierce Transit,20298564.51351003,Nominal
2031,Fares,Pierce Transit,20547029.266633894,Nominal
2032,Fares,Pierce Transit,20798514.58387018,Nominal
2033,Fares,Pierce Transit,25036475.79296577,Nominal
2034,Fares,Pierce Transit,25342876.201068632,Nominal
2035,Fares,Pierce Transit,25653053.84407922,Nominal
2036,Fares,Pierce Transit,25935790.98643664,Nominal
2037,Fares,Pierce Transit,26221638.792835716,Nominal
2038,Fares,Pierce Transit,31526634.926838733,Nominal
2039,Fares,Pierce Transit,31874097.734773975,Nominal
2040,Fares,Pierce Transit,32225391.881656025,Nominal
2041,Fares,Pierce Transit,32565368.165212434,Nominal
2042,Fares,Pierce Transit,32908911.55744346,Nominal
2043,Fares,Pierce Transit,39548350.41922951,Nominal
2044,Fares,Pierce Transit,39965535.83987435,Nominal
2045,Fares,Pierce Transit,40387120.40379489,Nominal
2046,Fares,Pierce Transit,40787494.8126362,Nominal
2047,Fares,Pierce Transit,41191797.02797366,Nominal
2048,Fares,Pierce Transit,49471172.71128133,Nominal
2049,Fares,Pierce Transit,49961562.851924844,Nominal
2050,Fares,Pierce Transit,50456810.8070172,Nominal
2016,PSRC FHWA,Community Transit,608182.0,Nominal
2017,PSRC FHWA,Community Transit,611209.0,Nominal
2018,PSRC FHWA,Community Transit,619709.0,Nominal
2019,PSRC FHWA,Community Transit,694099.0,Nominal
2020,PSRC FHWA,Community Transit,713708.0,Nominal
2021,PSRC FHWA,Community Transit,665615.9349999999,Nominal
2022,PSRC FHWA,Community Transit,682256.3333749999,Nominal
2023,PSRC FHWA,Community Transit,699312.7417093748,Nominal
2024,PSRC FHWA,Community Transit,716795.5602521091,Nominal
2025,PSRC FHWA,Community Transit,734715.4492584118,Nominal
2026,PSRC FHWA,Community Transit,753083.335489872,Nominal
2027,PSRC FHWA,Community Transit,771910.4188771187,Nominal
2028,PSRC FHWA,Community Transit,791208.1793490467,Nominal
2029,PSRC FHWA,Community Transit,810988.3838327727,Nominal
2030,PSRC FHWA,Community Transit,831263.093428592,Nominal
2031,PSRC FHWA,Community Transit,852044.6707643067,Nominal
2032,PSRC FHWA,Community Transit,873345.7875334143,Nominal
2033,PSRC FHWA,Community Transit,895179.4322217496,Nominal
2034,PSRC FHWA,Community Transit,917558.9180272932,Nominal
2035,PSRC FHWA,Community Transit,940497.8909779754,Nominal
2036,PSRC FHWA,Community Transit,964010.3382524247,Nominal
2037,PSRC FHWA,Community Transit,988110.5967087352,Nominal
2038,PSRC FHWA,Community Transit,1012813.3616264535,Nominal
2039,PSRC FHWA,Community Transit,1038133.6956671147,Nominal
2040,PSRC FHWA,Community Transit,1064087.0380587925,Nominal
2041,PSRC FHWA,Community Transit,1090689.2140102622,Nominal
2042,PSRC FHWA,Community Transit,1117956.4443605186,Nominal
2043,PSRC FHWA,Community Transit,1145905.3554695314,Nominal
2044,PSRC FHWA,Community Transit,1174552.9893562696,Nominal
2045,PSRC FHWA,Community Transit,1203916.8140901763,Nominal
2046,PSRC FHWA,Community Transit,1234014.7344424305,Nominal
2047,PSRC FHWA,Community Transit,1264865.1028034913,Nominal
2048,PSRC FHWA,Community Transit,1296486.7303735784,Nominal
2049,PSRC FHWA,Community Transit,1328898.8986329178,Nominal
2050,PSRC FHWA,Community Transit,1362121.3710987407,Nominal
2016,PSRC FTA,Community Transit,11341165.0,Nominal
2017,PSRC FTA,Community Transit,11858333.0,Nominal
2018,PSRC FTA,Community Transit,15562445.0,Nominal
2019,PSRC FTA,Community Transit,13703949.0,Nominal
2020,PSRC FTA,Community Transit,13758530.0,Nominal
2021,PSRC FTA,Community Transit,13576006.51,Nominal
2022,PSRC FTA,Community Transit,13915406.672749998,Nominal
2023,PSRC FTA,Community Transit,14263291.839568747,Nominal
2024,PSRC FTA,Community Transit,14619874.135557964,Nominal
2025,PSRC FTA,Community Transit,14985370.988946913,Nominal
2026,PSRC FTA,Community Transit,15360005.263670584,Nominal
2027,PSRC FTA,Community Transit,15744005.395262348,Nominal
2028,PSRC FTA,Community Transit,16137605.530143905,Nominal
2029,PSRC FTA,Community Transit,16541045.668397501,Nominal
2030,PSRC FTA,Community Transit,16954571.810107436,Nominal
2031,PSRC FTA,Community Transit,17378436.10536012,Nominal
2032,PSRC FTA,Community Transit,17812897.007994123,Nominal
2033,PSRC FTA,Community Transit,18258219.433193974,Nominal
2034,PSRC FTA,Community Transit,18714674.919023823,Nominal
2035,PSRC FTA,Community Transit,19182541.79199942,Nominal
2036,PSRC FTA,Community Transit,19662105.3367994,Nominal
2037,PSRC FTA,Community Transit,20153657.970219385,Nominal
2038,PSRC FTA,Community Transit,20657499.419474866,Nominal
2039,PSRC FTA,Community Transit,21173936.904961735,Nominal
2040,PSRC FTA,Community Transit,21703285.327585775,Nominal
2041,PSRC FTA,Community Transit,22245867.460775416,Nominal
2042,PSRC FTA,Community Transit,22802014.1472948,Nominal
2043,PSRC FTA,Community Transit,23372064.50097717,Nominal
2044,PSRC FTA,Community Transit,23956366.113501597,Nominal
2045,PSRC FTA,Community Transit,24555275.266339134,Nominal
2046,PSRC FTA,Community Transit,25169157.14799761,Nominal
2047,PSRC FTA,Community Transit,25798386.076697547,Nominal
2048,PSRC FTA,Community Transit,26443345.728614982,Nominal
2049,PSRC FTA,Community Transit,27104429.371830355,Nominal
2050,PSRC FTA,Community Transit,27782040.10612611,Nominal
2018,Non-PSRC FTA,Community Transit,43190000.0,Nominal
2019,Non-PSRC FTA,Community Transit,1375000.0,Nominal
2021,Non-PSRC FTA,Community Transit,9020174.176001146,Nominal
2022,Non-PSRC FTA,Community Transit,9108529.07704971,Nominal
2023,Non-PSRC FTA,Community Transit,9185401.03066958,Nominal
2024,Non-PSRC FTA,Community Transit,9257488.422860827,Nominal
2025,Non-PSRC FTA,Community Transit,9337869.054861689,Nominal
2026,Non-PSRC FTA,Community Transit,9429094.692767423,Nominal
2027,Non-PSRC FTA,Community Transit,9522553.126006516,Nominal
2028,Non-PSRC FTA,Community Transit,9615054.646959888,Nominal
2029,Non-PSRC FTA,Community Transit,9721590.881437216,Nominal
2030,Non-PSRC FTA,Community Transit,9845989.478581402,Nominal
2031,Non-PSRC FTA,Community Transit,9987931.467630537,Nominal
2032,Non-PSRC FTA,Community Transit,10150287.585441798,Nominal
2033,Non-PSRC FTA,Community Transit,10324445.621443659,Nominal
2034,Non-PSRC FTA,Community Transit,10518698.815445734,Nominal
2035,Non-PSRC FTA,Community Transit,10739107.61192428,Nominal
2036,Non-PSRC FTA,Community Transit,10977378.771069683,Nominal
2037,Non-PSRC FTA,Community Transit,11234469.205167668,Nominal
2038,Non-PSRC FTA,Community Transit,11506551.265075337,Nominal
2039,Non-PSRC FTA,Community Transit,11806064.81050711,Nominal
2040,Non-PSRC FTA,Community Transit,12112595.712700864,Nominal
2041,Non-PSRC FTA,Community Transit,12426462.942418505,Nominal
2042,Non-PSRC FTA,Community Transit,12756597.68099346,Nominal
2043,Non-PSRC FTA,Community Transit,13101405.074616194,Nominal
2044,Non-PSRC FTA,Community Transit,13466307.62623914,Nominal
2045,Non-PSRC FTA,Community Transit,13833124.002433537,Nominal
2046,Non-PSRC FTA,Community Transit,14191966.109580228,Nominal
2047,Non-PSRC FTA,Community Transit,14538049.386250595,Nominal
2048,Non-PSRC FTA,Community Transit,14862761.621873112,Nominal
2049,Non-PSRC FTA,Community Transit,15179818.559209835,Nominal
2050,Non-PSRC FTA,Community Transit,15496237.555022739,Nominal
2018,State,Community Transit,13800000.0,Nominal
2021,State,Community Transit,2793187.560390796,Nominal
2022,State,Community Transit,2820547.54321297,Nominal
2023,State,Community Transit,2844351.7159932726,Nominal
2024,State,Community Transit,2866674.3012561295,Nominal
2025,State,Community Transit,2891564.971549227,Nominal
2026,State,Community Transit,2919813.9068818674,Nominal
2027,State,Community Transit,2948754.2497226503,Nominal
2028,State,Community Transit,2977398.275059945,Nominal
2029,State,Community Transit,3010388.290448414,Nominal
2030,State,Community Transit,3048909.565902016,Nominal
2031,State,Community Transit,3092863.3289195877,Nominal
2032,State,Community Transit,3143138.532011597,Nominal
